danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.77,0.736,8,-4.98,0,0.0569,0.0621,0.00843,0.109,0.577,112.018,201533,4
0.487,0.899,0,-4.398,1,0.0326,8.69e-05,0.000293,0.287,0.437,104.039,300488,4
0.501,0.887,2,-4.069,1,0.0427,0.000108,1.52e-05,0.284,0.624,82.527,207670,4
0.688,0.65,9,-8.254,1,0.0538,0.334,0.0541,0.148,0.917,155.99,228382,4
0.494,0.751,0,-4.74,1,0.0658,0.0775,0.0,0.152,0.745,160.426,160244,3
0.643,0.826,9,-4.381,1,0.0757,0.0136,4.38e-06,0.0905,0.961,169.954,180210,4
0.566,0.641,7,-4.085,1,0.0303,0.142,0.000743,0.0929,0.558,139.942,249560,4
0.313,0.791,0,-2.188,1,0.0335,0.0131,0.000658,0.122,0.412,76.49,242838,4
0.539,0.833,9,-3.8,1,0.0352,0.0759,8.85e-05,0.207,0.434,140.008,194732,4
0.292,0.917,11,-3.086,0,0.146,0.0546,0.158,0.355,0.491,83.129,221638,4
0.585,0.646,1,-4.447,1,0.0262,0.00334,0.0,0.317,0.425,86.002,190829,4
0.591,0.889,4,-6.187,1,0.059,0.000353,0.0246,0.455,0.293,135.974,184842,4
0.548,0.664,7,-5.428,1,0.0487,0.0243,9.27e-06,0.195,0.645,168.086,174893,4
0.638,0.748,6,-4.309,0,0.0344,0.000995,0.00703,0.533,0.676,134.952,175520,4
0.635,0.601,1,-6.129,0,0.0295,0.246,0.0,0.11,0.332,123.994,172533,4
0.519,0.666,8,-7.576,1,0.0318,0.0108,0.000623,0.0781,0.603,139.94,205714,4
0.503,0.785,2,-5.348,1,0.0326,0.0795,0.0,0.14,0.465,167.116,188630,4
0.647,0.895,11,-3.442,1,0.0336,0.193,0.0142,0.0561,0.809,104.046,204469,4
0.403,0.663,1,-6.495,0,0.033,0.588,0.00295,0.124,0.283,155.042,194600,4
0.641,0.789,7,-7.35,0,0.0335,0.157,0.00799,0.323,0.859,118.041,193765,4
0.609,0.737,10,-7.134,1,0.0309,0.482,0.0662,0.135,0.79,82.983,208987,4
0.557,0.749,8,-5.211,1,0.0842,0.0269,0.0507,0.16,0.299,77.016,184404,4
0.584,0.875,4,-5.538,0,0.0786,0.000877,0.0,0.105,0.346,170.018,229040,4
0.381,0.708,5,-6.333,0,0.0567,0.00354,0.0,0.0812,0.416,162.431,164484,4
0.388,0.881,1,-5.281,1,0.12,0.0132,0.000244,0.131,0.385,95.155,190733,4
0.253,0.905,10,-2.769,1,0.255,0.0434,0.0,0.128,0.53,76.175,177804,4
0.606,0.771,0,-5.719,0,0.0262,0.00875,0.0553,0.255,0.601,99.953,170640,4
0.617,0.84,2,-4.194,1,0.0348,0.0823,0.0,0.154,0.9,119.008,163391,4
0.572,0.78,6,-7.488,0,0.0517,0.12,0.00547,0.0929,0.526,104.015,213080,4
0.601,0.826,2,-7.312,1,0.0417,0.293,0.313,0.0948,0.709,128.064,198456,4
0.472,0.55,8,-4.278,1,0.0447,0.377,0.0,0.122,0.413,144.636,265360,4
0.693,0.681,0,-6.636,1,0.0406,0.204,0.207,0.075,0.521,96.027,188680,4
0.52,0.899,7,-5.494,1,0.0474,0.000926,1.86e-06,0.119,0.307,150.107,179256,4
0.721,0.71,9,-7.946,1,0.036,0.343,0.045,0.354,0.684,99.995,161168,4
0.497,0.286,1,-9.204,1,0.0284,0.812,0.00764,0.105,0.212,179.937,255438,4
0.684,0.765,2,-5.816,0,0.0434,0.0454,1.35e-05,0.0934,0.55,89.997,177476,4
0.67,0.954,11,-4.36,1,0.0451,0.00993,0.0,0.146,0.775,109.435,262067,4
0.597,0.6,6,-8.327,0,0.0286,0.0787,0.452,0.177,0.521,125.904,179400,4
0.831,0.643,4,-4.659,0,0.0568,0.388,6.94e-05,0.374,0.57,97.013,145343,4
0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,222000,4
0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,193039,4
0.819,0.675,7,-4.281,1,0.0727,0.0318,0.0,0.289,0.602,92.99,207747,4
0.6,0.939,8,-1.359,1,0.046,0.114,0.0,0.244,0.709,95.027,253963,4
0.732,0.873,0,-5.965,1,0.0321,0.0449,0.000803,0.347,0.662,128.029,187088,3
0.696,0.496,9,-7.532,0,0.0365,0.273,0.000397,0.0626,0.476,100.025,184806,4
0.479,0.802,2,-4.605,0,0.0719,0.176,0.0,0.258,0.763,149.06,201031,4
0.716,0.723,10,-4.202,1,0.0636,0.0537,0.00769,0.109,0.826,170.031,286284,4
0.805,0.89,11,-1.502,0,0.0634,0.0704,0.0,0.121,0.489,93.037,180360,4
0.763,0.626,5,-5.637,0,0.0433,0.0859,0.225,0.205,0.78,100.02,156171,4
0.775,0.783,5,-3.509,1,0.0748,0.0413,1.4e-05,0.348,0.624,128.028,187517,4
0.753,0.662,1,-6.702,1,0.0361,0.128,0.0,0.105,0.638,116.916,204103,3
0.786,0.786,4,-6.372,0,0.0512,0.445,2.12e-06,0.0947,0.611,100.123,147011,1
0.76,0.711,1,-6.966,1,0.0646,0.0812,0.0,0.0921,0.798,128.134,196832,3
0.618,0.662,4,-6.081,0,0.151,0.17,0.0,0.316,0.426,150.118,245501,3
0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,196800,4
0.786,0.854,10,-2.4,0,0.0741,0.169,2.39e-05,0.106,0.522,117.994,278644,4
0.774,0.736,7,-6.157,0,0.0452,0.0933,0.0,0.112,0.685,135.788,168512,3
0.689,0.577,11,-5.029,0,0.0482,0.623,0.00653,0.197,0.382,160.025,231375,3
0.794,0.729,4,-5.424,0,0.111,0.181,0.0,0.105,0.54,92.967,201936,4
0.733,0.527,0,-5.985,0,0.0486,0.364,0.0,0.0999,0.371,110.045,321742,4
0.768,0.825,4,-3.618,0,0.252,0.124,6.47e-05,0.333,0.541,169.996,200041,4
0.764,0.668,11,-5.905,0,0.101,0.143,3.46e-06,0.116,0.548,148.055,223784,4
0.769,0.842,1,-3.164,1,0.0446,0.169,3.23e-05,0.266,0.417,97.04,131853,4
0.767,0.72,5,-6.577,0,0.0659,0.0877,0.00105,0.0985,0.552,139.995,158728,4
0.77,0.712,6,-3.418,0,0.112,0.0405,0.0846,0.213,0.519,104.937,221714,4
0.701,0.734,6,-5.909,0,0.0715,0.0538,3.97e-06,0.202,0.419,130.073,155077,4
0.703,0.617,5,-5.696,1,0.151,0.215,6.11e-06,0.433,0.486,173.97,275862,4
0.777,0.863,0,-5.138,1,0.142,0.0319,0.0,0.0786,0.931,169.921,208942,4
0.937,0.779,4,-3.539,0,0.329,0.22,6.85e-05,0.0408,0.95,128.028,155625,4
0.723,0.792,9,-4.748,1,0.0758,0.401,2.39e-05,0.0994,0.62,145.646,226477,3
0.737,0.726,3,-7.29,0,0.0538,0.689,0.0,0.169,0.889,127.926,262883,3
0.832,0.829,10,-2.815,0,0.0892,0.0488,3.53e-06,0.0918,0.647,178.06,198081,4
0.768,0.679,7,-5.539,0,0.0411,0.656,3.66e-05,0.143,0.948,89.975,218500,4
0.834,0.763,2,-5.475,1,0.0835,0.0354,2.33e-06,0.273,0.633,134.844,193568,3
0.8,0.738,7,-4.26,1,0.0691,0.372,0.00877,0.19,0.267,103.008,174230,4
0.827,0.677,9,-6.342,1,0.072,0.0529,0.0,0.402,0.599,91.985,229738,4
0.655,0.699,10,-5.809,1,0.0499,0.287,0.0,0.213,0.702,152.08,209492,4
0.672,0.701,11,-4.666,0,0.0315,0.171,0.0,0.0473,0.619,90.043,193933,4
0.76,0.747,0,-5.083,0,0.0282,0.0675,2.73e-06,0.309,0.884,128.912,152079,3
0.766,0.897,4,-6.682,1,0.0461,0.65,0.000548,0.22,0.814,124.07,184165,4
0.798,0.59,8,-9.46,1,0.175,0.12,0.0,0.12,0.533,101.983,189282,4
0.838,0.809,11,-2.618,0,0.0595,0.0261,1.64e-05,0.087,0.926,96.974,173196,4
0.85,0.562,5,-7.863,1,0.0724,0.169,3.23e-06,0.104,0.293,122.029,192787,4
0.813,0.552,6,-6.328,1,0.0769,0.0702,0.000195,0.0542,0.773,146.953,208133,4
0.882,0.697,1,-3.756,1,0.0626,0.208,1.09e-05,0.0847,0.758,99.984,216347,4
0.694,0.588,2,-6.24,1,0.0565,0.358,0.0,0.299,0.794,73.929,169440,4
0.8,0.679,3,-5.01,0,0.0485,0.154,2.59e-05,0.205,0.974,106.045,138113,4
0.646,0.907,0,-1.617,1,0.0593,0.422,0.0,0.14,0.816,168.004,141079,4
0.8,0.823,9,-5.571,0,0.123,0.0109,0.0527,0.0568,0.917,126.036,298469,4
0.534,0.943,1,-4.812,0,0.0496,0.000215,0.794,0.0929,0.375,134.004,226773,4
0.755,0.945,0,-5.695,1,0.0533,0.00961,0.195,0.862,0.797,133.987,209552,4
0.392,0.924,7,-1.723,0,0.0572,0.163,0.000268,0.11,0.0555,136.013,220538,4
0.751,0.864,7,-2.85,1,0.125,0.019,0.0,0.0557,0.586,140.078,185245,4
0.548,0.878,10,-5.154,1,0.0598,0.0253,0.000934,0.0909,0.826,174.043,226677,4
0.269,0.681,9,-5.51,0,0.0473,0.0336,0.0,0.0927,0.0674,85.365,263880,5
0.515,0.667,9,-5.188,1,0.199,0.0246,0.0015,0.107,0.192,127.948,172516,4
0.771,0.741,5,-7.132,0,0.0374,0.0245,0.000163,0.111,0.19,120.064,152250,4
0.545,0.632,3,-5.865,1,0.0319,0.323,0.0,0.145,0.297,127.014,207992,4
0.668,0.943,2,-3.375,1,0.0498,0.00169,0.548,0.13,0.195,128.011,151875,4
0.867,0.681,1,-5.702,0,0.051,0.0858,0.304,0.0822,0.0789,129.001,256744,4
0.75,0.725,0,-7.055,0,0.0493,0.0281,0.00322,0.0864,0.276,131.976,169207,4
0.563,0.44,6,-10.01,0,0.0608,0.0258,7.62e-06,0.227,0.417,116.988,266493,4
0.786,0.838,1,-9.549,1,0.159,0.00145,0.00387,0.0608,0.364,117.014,147707,4
0.723,0.875,1,-5.052,0,0.0605,0.259,0.0283,0.224,0.496,130.015,251201,4
0.766,0.699,11,-7.118,1,0.0469,0.0117,0.00241,0.082,0.465,126.99,216980,4
0.754,0.663,6,-6.367,0,0.0411,0.0246,3.76e-05,0.12,0.757,128.028,167559,4
0.652,0.877,6,-6.281,0,0.0339,0.00307,0.699,0.186,0.562,124.024,222316,4
0.752,0.858,0,-6.776,1,0.0757,0.0878,0.353,0.247,0.262,136.997,355880,4
0.793,0.779,9,-4.609,0,0.0581,0.279,0.000311,0.314,0.687,142.002,138247,4
0.488,0.936,11,-0.714,1,0.0452,0.011,2.31e-06,0.0798,0.325,174.749,179015,4
0.61,0.951,0,-4.659,0,0.0665,0.00482,0.0109,0.149,0.304,129.976,228000,4
0.71,0.665,6,-7.103,0,0.0362,0.191,0.0111,0.1,0.487,127.997,196853,4
0.724,0.8,5,-5.468,0,0.0541,0.0103,9.38e-05,0.0823,0.925,119.984,227283,4
0.551,0.873,0,-5.157,0,0.218,0.0347,6.45e-06,0.0997,0.583,119.988,179017,4
0.875,0.518,2,-8.388,1,0.0551,0.0638,0.00995,0.125,0.37,126.089,213364,4
0.681,0.714,1,-4.617,0,0.0309,0.0375,0.0,0.232,0.554,129.976,149668,4
0.823,0.664,3,-4.678,0,0.0579,0.0429,0.00162,0.0489,0.575,131.023,182424,4
0.694,0.785,10,-6.383,1,0.11,0.315,0.000428,0.167,0.395,132.012,168200,4
0.613,0.869,11,-4.678,1,0.0353,0.181,7.14e-06,0.12,0.518,126.102,178620,4
0.788,0.936,9,-6.294,1,0.301,0.0229,1.3e-06,0.311,0.844,151.019,144846,4
0.595,0.989,5,-2.695,1,0.0736,0.017,0.0,0.321,0.223,129.989,136580,4
0.829,0.682,10,-8.029,0,0.0702,0.0472,0.00848,0.091,0.451,123.034,202561,4
0.727,0.782,8,-8.529,0,0.042,0.0563,0.336,0.225,0.655,119.992,177599,4
0.657,0.773,6,-5.985,0,0.0391,0.0782,3.57e-05,0.25,0.324,128.013,156127,4
0.755,0.86,5,-4.811,0,0.0523,0.0144,7.47e-06,0.344,0.618,128.004,152305,4
0.793,0.658,5,-9.306,0,0.0619,0.00323,0.911,0.0818,0.393,131.985,168001,4
0.674,0.723,4,-6.678,0,0.0362,0.0482,0.0164,0.195,0.292,134.943,156499,4
0.589,0.881,6,-5.23,0,0.049,0.00827,0.00277,0.348,0.34,137.012,202746,4
0.736,0.962,0,-4.162,1,0.0473,0.00381,0.0255,0.0614,0.254,139.976,174429,4
0.602,0.959,0,-4.696,0,0.0352,0.0461,0.000428,0.123,0.44,145.0,144000,4
0.65,0.946,10,-5.454,1,0.0421,0.00191,0.127,0.149,0.425,160.027,121500,4
0.808,0.831,0,-5.855,0,0.195,0.00626,0.838,0.0256,0.376,135.976,262827,4
0.62,0.869,4,-5.566,0,0.0486,0.00183,0.488,0.296,0.845,125.031,189817,4
0.703,0.817,10,-6.661,0,0.0494,0.00482,0.741,0.117,0.324,124.018,201500,4
0.706,0.698,10,-5.679,1,0.0537,0.00298,0.00375,0.116,0.648,130.013,164284,4
0.897,0.583,3,-9.584,0,0.376,0.0295,0.00117,0.162,0.954,126.183,176898,4
0.795,0.958,2,-4.473,1,0.0475,0.00325,0.649,0.0909,0.0773,128.044,174375,4
0.651,0.929,3,-4.402,0,0.0379,0.0403,0.181,0.226,0.623,128.006,178132,4
0.706,0.629,1,-11.408,1,0.0444,0.159,0.34,0.0951,0.471,123.044,186341,4
0.848,0.629,0,-6.198,1,0.0424,0.016,0.18,0.049,0.586,130.017,153519,4
0.697,0.943,7,-4.152,1,0.0402,0.00177,0.00738,0.214,0.502,131.997,149507,4
0.633,0.842,7,-5.976,0,0.0341,0.0362,0.666,0.149,0.572,145.015,175208,4
0.687,0.895,10,-3.843,0,0.2,0.00037,0.0312,0.193,0.38,132.101,210786,4
0.756,0.997,9,-3.511,1,0.117,0.00507,0.519,0.143,0.178,154.052,238271,4
0.51,0.961,8,-1.912,0,0.0562,0.137,0.00413,0.619,0.169,171.948,205116,4
0.602,0.739,1,-8.569,1,0.147,0.0055,0.0985,0.295,0.324,125.476,222220,4
0.851,0.577,4,-10.767,0,0.0411,0.0116,0.0555,0.0751,0.31,112.021,263571,4
0.702,0.809,5,-9.457,0,0.0398,0.244,0.264,0.108,0.261,120.021,242500,4
0.708,0.9,1,-5.383,0,0.0326,0.0441,0.0598,0.0435,0.936,124.008,181935,4
0.575,0.94,6,-6.268,1,0.0369,0.00173,0.728,0.325,0.154,130.011,134846,4
0.683,0.825,6,-6.573,0,0.0448,0.00273,0.157,0.264,0.611,130.0,212139,4
0.72,0.941,4,-4.933,1,0.0523,0.0172,0.727,0.109,0.787,130.024,334615,4
0.645,0.847,11,-4.169,1,0.0334,0.000566,0.00619,0.105,0.34,133.062,183158,4
0.472,0.841,6,-4.236,0,0.052,0.0132,0.0,0.108,0.254,129.799,245538,4
0.536,0.961,9,-2.008,1,0.0536,0.00101,0.619,0.477,0.151,150.037,157600,4
0.535,0.769,5,-7.017,0,0.0399,0.302,0.0434,0.131,0.0972,132.049,226000,4
0.633,0.776,5,-8.557,0,0.0359,0.28,0.195,0.178,0.0872,124.982,124710,4
0.698,0.849,9,-5.794,0,0.0485,0.115,0.402,0.272,0.212,127.992,214576,4
0.517,0.799,9,-6.077,0,0.0824,0.119,0.735,0.1,0.328,172.039,225693,4
0.955,0.483,11,-7.273,0,0.283,0.219,0.0131,0.129,0.407,132.035,145455,4
0.745,0.782,0,-7.232,1,0.0471,0.00275,0.824,0.0915,0.386,137.987,257799,4
0.83,0.64,5,-8.899,1,0.044,0.00892,0.944,0.106,0.233,128.997,239640,4
0.466,0.706,0,-2.591,0,0.0395,0.000202,0.0,0.048,0.278,147.944,237568,4
0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,218424,4
0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,161929,3
0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996,260520,4
0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,175459,4
0.575,0.45,4,-9.306,1,0.0259,0.531,6.59e-05,0.124,0.263,132.039,242485,4
0.534,0.386,9,-8.17,1,0.0284,0.533,0.0,0.0801,0.107,99.809,204199,4
0.62,0.409,1,-10.146,1,0.0282,0.77,0.0542,0.105,0.582,113.946,135067,3
0.472,0.204,3,-13.065,1,0.0452,0.917,0.0,0.107,0.224,82.51,168907,4
0.719,0.36,6,-12.034,1,0.398,0.748,2.18e-06,0.0812,0.409,80.184,124000,4
0.614,0.734,11,-8.834,0,0.0277,0.24,0.122,0.227,0.662,129.974,194000,4
0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4
0.668,0.392,2,-12.178,0,0.0585,0.789,0.00275,0.345,0.323,135.936,162794,3
0.365,0.554,4,-9.076,1,0.03,0.079,0.000358,0.125,0.259,150.11,214800,3
0.762,0.604,7,-5.296,0,0.11,0.114,0.0,0.0271,0.847,168.007,97960,4
0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263,208854,4
0.723,0.564,7,-11.455,0,0.0407,0.749,8.45e-05,0.0838,0.726,97.014,174376,4
0.517,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.968,209274,4
0.575,0.274,0,-10.242,1,0.035,0.908,8.67e-05,0.146,0.214,87.13,162759,4
0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507,4
0.677,0.522,11,-7.83,0,0.0445,0.0998,0.0553,0.709,0.458,132.994,149108,4
0.551,0.529,5,-10.469,0,0.0517,0.296,0.0093,0.178,0.521,75.515,182307,4
0.633,0.702,6,-5.921,0,0.0372,0.0473,1.8e-05,0.381,0.553,151.99,173408,4
0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,184154,4
0.545,0.587,8,-9.162,1,0.0324,0.498,0.0285,0.131,0.405,115.995,170874,4
0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,223747,4
0.764,0.619,3,-5.087,0,0.0316,0.226,0.00435,0.115,0.763,136.987,276905,4
0.74,0.563,11,-7.016,0,0.04,0.34,0.0,0.0824,0.577,104.958,173286,4
0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995,212432,4
0.891,0.67,0,-7.256,1,0.135,0.203,0.00273,0.11,0.938,128.046,184222,4
0.575,0.366,11,-14.818,1,0.0939,0.897,0.164,0.13,0.582,176.204,226580,4
0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,104.01,118393,4
0.677,0.763,8,-4.701,0,0.0471,0.0235,2.04e-06,0.0894,0.719,126.962,188143,4
0.757,0.405,3,-10.403,1,0.0902,0.815,1.16e-06,0.143,0.332,83.024,164277,4
0.566,0.846,7,-6.904,0,0.035,0.000564,0.000795,0.121,0.86,160.02,221827,4
0.604,0.199,0,-11.831,1,0.05,0.777,0.0,0.109,0.191,76.134,158840,4
0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,123884,4
0.522,0.765,0,-5.395,1,0.193,0.146,0.0,0.0866,0.455,180.065,204120,4
0.478,0.629,10,-8.402,0,0.0491,0.176,0.000423,0.0965,0.315,141.945,225947,4
0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,167864,4
0.606,0.532,3,-6.076,1,0.0416,0.44,0.0,0.132,0.405,81.332,143640,3
0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100.0,129698,4
0.576,0.714,6,-5.247,1,0.0595,0.395,0.0,0.115,0.321,144.981,262231,4
0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,208500,4
0.93,0.611,0,-4.406,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,178352,4
0.54,0.373,6,-8.591,1,0.0278,0.651,0.927,0.146,0.387,119.843,293000,4
0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434,290617,4
0.392,0.429,5,-10.279,0,0.0462,0.527,0.015,0.217,0.105,72.104,57370,4
0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4
0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,179499,4
0.622,0.455,9,-7.116,1,0.0282,0.0401,0.0,0.0957,0.274,124.412,278293,4
0.678,0.431,0,-6.749,1,0.0326,0.163,1.94e-06,0.147,0.404,90.941,174680,4
0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,175961,3
0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024,155720,4
0.755,0.759,8,-6.901,1,0.0651,0.0422,0.000106,0.12,0.532,125.038,176640,4
0.901,0.136,8,-16.127,0,0.102,0.667,0.354,0.109,0.643,150.076,211140,4
0.559,0.655,6,-6.792,1,0.051,0.58,0.000155,0.124,0.667,160.016,183012,4
0.486,0.528,1,-11.722,1,0.0463,0.00387,1.4e-05,0.106,0.452,178.519,329050,4
0.86,0.422,1,-9.785,1,0.0296,0.541,0.00449,0.139,0.523,99.958,106800,4
0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,196520,4
0.708,0.554,10,-6.83,0,0.0311,0.403,0.0428,0.126,0.564,103.999,182347,4
0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,135016,4
0.768,0.561,8,-6.657,1,0.0462,0.118,9.21e-06,0.0916,0.735,120.052,224344,4
0.548,0.765,6,-4.463,1,0.0525,0.646,0.00378,0.522,0.573,129.933,252231,4
0.693,0.308,9,-15.635,1,0.0442,0.645,0.476,0.127,0.677,129.943,151693,4
0.81,0.353,6,-9.536,1,0.0437,0.0473,0.000104,0.082,0.731,124.991,175313,4
0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,278991,4
0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,208155,4
0.658,0.447,9,-9.299,0,0.0869,0.701,0.924,0.198,0.538,184.316,86739,4
0.838,0.535,11,-6.303,0,0.0432,0.0714,0.000302,0.208,0.894,119.946,224444,4
0.91,0.402,1,-9.55,1,0.0857,0.0297,0.00018,0.0801,0.825,135.993,216267,4
0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,320467,4
0.604,0.466,0,-10.093,1,0.0315,0.649,0.0334,0.093,0.499,120.045,224520,4
0.796,0.625,0,-7.218,1,0.0645,0.653,0.00348,0.187,0.641,133.035,115801,4
0.478,0.367,11,-10.513,1,0.0283,0.716,0.0,0.124,0.359,141.95,249382,3
0.456,0.221,2,-16.379,1,0.0307,0.932,0.00527,0.0963,0.374,132.997,180226,4
0.551,0.531,6,-9.919,1,0.0256,0.675,0.595,0.113,0.168,94.003,259132,4
0.677,0.489,7,-9.134,0,0.0621,0.561,0.595,0.136,0.521,177.913,344500,4
0.416,0.176,1,-14.857,1,0.0366,0.917,0.00957,0.104,0.307,124.814,353022,4
0.167,0.302,6,-11.644,0,0.0345,0.316,0.797,0.11,0.19,102.026,356333,4
0.706,0.803,0,-5.874,0,0.0339,0.0849,0.0354,0.0678,0.482,118.988,233416,4
0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,223747,4
0.198,0.33,3,-10.672,0,0.0346,0.891,0.000355,0.138,0.352,173.116,238966,1
0.632,0.461,9,-10.845,0,0.0316,0.428,0.00383,0.0857,0.17,120.003,220141,4
0.629,0.515,10,-10.128,0,0.0785,0.172,0.133,0.144,0.27,191.706,220333,4
0.531,0.61,11,-8.025,0,0.0387,0.772,0.756,0.0908,0.199,152.958,318187,4
0.443,0.367,3,-9.165,1,0.028,0.815,2.34e-06,0.129,0.469,149.888,180558,4
0.451,0.0223,1,-26.117,1,0.0461,0.993,0.768,0.13,0.0573,79.042,87467,3
0.506,0.746,7,-7.385,0,0.0307,0.00183,0.0,0.109,0.299,130.997,305507,4
0.525,0.472,4,-9.277,1,0.0739,0.534,0.614,0.11,0.0424,127.945,258969,4
0.533,0.699,5,-6.595,1,0.0362,0.15,0.745,0.0883,0.544,129.006,147442,4
0.593,0.544,2,-7.644,1,0.0257,0.476,0.602,0.324,0.112,103.989,206600,4
0.587,0.687,1,-8.635,0,0.0509,0.0281,0.14,0.121,0.402,169.938,228840,4
0.33,0.685,7,-6.474,0,0.0527,0.0986,0.000638,0.123,0.178,125.392,246909,4
0.55,0.34,5,-7.988,1,0.0311,0.647,0.0,0.121,0.195,112.077,213027,4
0.474,0.356,4,-11.625,1,0.0705,0.772,0.195,0.0935,0.283,82.516,228311,4
0.738,0.356,8,-10.67,1,0.0377,0.88,0.358,0.0941,0.329,122.943,267641,4
0.587,0.286,9,-8.839,1,0.0315,0.185,0.0288,0.214,0.302,71.123,224680,4
0.642,0.753,11,-5.352,0,0.0577,0.609,4e-05,0.231,0.698,122.027,162909,4
0.296,0.296,2,-11.846,1,0.0289,0.875,0.248,0.115,0.328,71.648,224333,4
0.516,0.342,4,-9.785,1,0.0342,0.832,0.579,0.0857,0.167,128.378,255387,3
0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434,290617,4
0.751,0.528,5,-10.874,0,0.0494,0.498,0.799,0.126,0.342,117.969,232760,4
0.396,0.146,0,-13.963,1,0.0341,0.941,0.0,0.124,0.341,85.24,187653,1
0.581,0.522,5,-8.615,1,0.0266,0.557,0.000389,0.0988,0.407,132.314,198467,4
0.747,0.531,8,-5.99,1,0.0477,0.266,1.8e-06,0.192,0.785,88.009,184768,4
0.506,0.712,4,-5.495,1,0.0334,0.0216,0.0,0.304,0.416,120.07,220316,4
0.371,0.51,11,-7.352,1,0.0276,0.754,0.125,0.139,0.192,161.006,435080,4
0.399,0.0969,6,-12.578,1,0.0509,0.929,0.000168,0.121,0.0758,109.54,177922,4
0.337,0.416,9,-6.954,1,0.0292,0.458,3.9e-06,0.104,0.183,175.957,220149,4
0.781,0.651,11,-8.542,0,0.0797,0.247,0.789,0.071,0.566,164.797,243264,4
0.442,0.557,2,-8.705,1,0.0247,0.427,0.00102,0.0696,0.227,79.982,278998,4
0.413,0.722,2,-5.875,1,0.036,0.00342,3.13e-06,0.0626,0.0803,109.948,257747,4
0.34,0.324,1,-7.6,1,0.0344,0.345,1.64e-05,0.0847,0.344,145.822,185827,4
0.595,0.627,0,-11.533,1,0.0336,0.735,0.314,0.114,0.123,106.062,259569,4
0.473,0.422,7,-11.454,1,0.191,0.134,0.00057,0.143,0.656,130.922,190080,4
0.459,0.433,7,-8.983,1,0.0367,0.614,0.0285,0.19,0.0482,106.626,174513,5
0.482,0.42,9,-11.163,0,0.0289,0.599,0.0422,0.0841,0.155,140.023,326080,4
0.136,0.254,2,-12.155,1,0.0342,0.248,2.22e-05,0.0602,0.0639,68.266,269720,4
0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,255320,4
0.501,0.429,2,-10.453,0,0.028,0.565,0.374,0.218,0.119,101.084,384589,4
0.549,0.473,0,-9.908,1,0.029,0.88,0.656,0.12,0.432,81.964,179520,4
0.3,0.369,6,-9.307,1,0.0411,0.549,0.184,0.505,0.132,85.189,278760,5
0.526,0.476,11,-8.816,1,0.0453,0.662,4.82e-05,0.133,0.409,131.603,192962,4
0.397,0.255,10,-11.536,1,0.0309,0.927,5.26e-05,0.0843,0.2,137.548,218413,4
